name_admin_unit,part_of_district,admin_unit,region,type_of_housing_units,all_sexes,male,female,tgend,housing_units_total,housing_units_pct
HYDERABAD CITY,HYDERABAD,TALUKA,RURAL,REGULAR,,,,,,0
HYDERABAD CITY,HYDERABAD,TALUKA,RURAL,INSTITUTIONAL,,,,,,0
HYDERABAD CITY,HYDERABAD,TALUKA,RURAL,HOMELESS,,,,,,0
HYDERABAD CITY,HYDERABAD,TALUKA,RURAL,TOTAL,,,,,,100
HYDERABAD CITY,HYDERABAD,TALUKA,URBAN,REGULAR,775993,408685,367253,55,138571,99.92
HYDERABAD CITY,HYDERABAD,TALUKA,URBAN,INSTITUTIONAL,511,469,42,,26,.02
HYDERABAD CITY,HYDERABAD,TALUKA,URBAN,HOMELESS,1628,1305,318,5,91,.07
HYDERABAD CITY,HYDERABAD,TALUKA,URBAN,TOTAL,778132,410459,367613,60,138688,100
HYDERABAD,HYDERABAD,TALUKA,OVERALL,REGULAR,510111,269428,240672,11,93743,99.93000000000001
HYDERABAD,HYDERABAD,TALUKA,OVERALL,INSTITUTIONAL,185,185,,,18,.02
HYDERABAD,HYDERABAD,TALUKA,OVERALL,HOMELESS,969,537,432,,46,.05
HYDERABAD,HYDERABAD,TALUKA,OVERALL,TOTAL,511265,270150,241104,11,93807,100
HYDERABAD,HYDERABAD,TALUKA,RURAL,REGULAR,409225,216183,193035,7,75496,99.94
HYDERABAD,HYDERABAD,TALUKA,RURAL,INSTITUTIONAL,33,33,,,2,0
HYDERABAD,HYDERABAD,TALUKA,RURAL,HOMELESS,903,502,401,,43,.06
HYDERABAD,HYDERABAD,TALUKA,RURAL,TOTAL,410161,216718,193436,7,75541,100
HYDERABAD,HYDERABAD,TALUKA,URBAN,REGULAR,100886,53245,47637,4,18247,99.90000000000001
HYDERABAD,HYDERABAD,TALUKA,URBAN,INSTITUTIONAL,152,152,,,16,.09
HYDERABAD,HYDERABAD,TALUKA,URBAN,HOMELESS,66,35,31,,3,.02
HYDERABAD,HYDERABAD,TALUKA,URBAN,TOTAL,101104,53432,47668,4,18266,100
LATIFABAD,HYDERABAD,TALUKA,OVERALL,REGULAR,799979,421494,378400,85,153348,99.97
LATIFABAD,HYDERABAD,TALUKA,OVERALL,INSTITUTIONAL,785,774,11,,9,.01
LATIFABAD,HYDERABAD,TALUKA,OVERALL,HOMELESS,219,163,56,,33,.02
LATIFABAD,HYDERABAD,TALUKA,OVERALL,TOTAL,800983,422431,378467,85,153390,100
LATIFABAD,HYDERABAD,TALUKA,RURAL,REGULAR,,,,,,0
LATIFABAD,HYDERABAD,TALUKA,RURAL,INSTITUTIONAL,,,,,,0
LATIFABAD,HYDERABAD,TALUKA,RURAL,HOMELESS,,,,,,0
LATIFABAD,HYDERABAD,TALUKA,RURAL,TOTAL,,,,,,100
LATIFABAD,HYDERABAD,TALUKA,URBAN,REGULAR,799979,421494,378400,85,153348,99.97
LATIFABAD,HYDERABAD,TALUKA,URBAN,INSTITUTIONAL,785,774,11,,9,.01
LATIFABAD,HYDERABAD,TALUKA,URBAN,HOMELESS,219,163,56,,33,.02
LATIFABAD,HYDERABAD,TALUKA,URBAN,TOTAL,800983,422431,378467,85,153390,100
QASIMABAD,HYDERABAD,TALUKA,OVERALL,REGULAR,341648,185913,155722,13,62532,99.90000000000001
QASIMABAD,HYDERABAD,TALUKA,OVERALL,INSTITUTIONAL,287,184,103,,24,.04
QASIMABAD,HYDERABAD,TALUKA,OVERALL,HOMELESS,225,140,83,2,38,.06
QASIMABAD,HYDERABAD,TALUKA,OVERALL,TOTAL,342160,186237,155908,15,62594,100
QASIMABAD,HYDERABAD,TALUKA,RURAL,REGULAR,,,,,,0
QASIMABAD,HYDERABAD,TALUKA,RURAL,INSTITUTIONAL,,,,,,0
QASIMABAD,HYDERABAD,TALUKA,RURAL,HOMELESS,,,,,,0
QASIMABAD,HYDERABAD,TALUKA,RURAL,TOTAL,,,,,,100
QASIMABAD,HYDERABAD,TALUKA,URBAN,REGULAR,341648,185913,155722,13,62532,99.90000000000001
QASIMABAD,HYDERABAD,TALUKA,URBAN,INSTITUTIONAL,287,184,103,,24,.04
QASIMABAD,HYDERABAD,TALUKA,URBAN,HOMELESS,225,140,83,2,38,.06
QASIMABAD,HYDERABAD,TALUKA,URBAN,TOTAL,342160,186237,155908,15,62594,100
JACOBABAD,JACOBABAD,DISTRICT,OVERALL,REGULAR,1171422,593836,577500,86,195060,99.95
JACOBABAD,JACOBABAD,DISTRICT,OVERALL,INSTITUTIONAL,1297,1179,118,,35,.02
JACOBABAD,JACOBABAD,DISTRICT,OVERALL,HOMELESS,1378,772,583,23,66,.03
JACOBABAD,JACOBABAD,DISTRICT,OVERALL,TOTAL,1174097,595787,578201,109,195161,100
JACOBABAD,JACOBABAD,DISTRICT,RURAL,REGULAR,810485,410657,399801,27,138729,99.95
JACOBABAD,JACOBABAD,DISTRICT,RURAL,INSTITUTIONAL,578,546,32,,19,.01
